iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,77.9084,14.1765,160.60,155.00,172.06,160.74,0.7638,0,centroids differ by 11.3 km
2,77.8114,14.1560,129.00,161.00,159.07,165.37,0.5427,0,correlation 0.54 <= 0.7
2,77.9083,14.2319,159.00,141.00,168.16,158.84,0.8041,0,centroids differ by 9.3 km
2,77.8388,14.1503,133.00,147.00,160.45,162.72,0.6772,0,correlation 0.68 <= 0.7
2,77.8553,14.1468,139.00,163.00,163.56,162.73,0.7637,1,
2,77.8637,14.2181,135.00,155.00,160.57,163.96,0.6111,0,correlation 0.61 <= 0.7
2,77.8381,14.2223,125.00,150.00,157.78,162.58,0.2586,0,correlation 0.26 <= 0.7
2,77.8312,14.1385,131.00,169.00,161.69,164.33,0.5832,0,correlation 0.58 <= 0.7
2,77.8142,14.1625,128.00,167.00,159.86,165.60,0.5394,0,correlation 0.54 <= 0.7
2,77.8915,14.1380,241.00,155.00,176.14,160.99,0.6746,0,correlation 0.67 <= 0.7
2,77.9064,14.2602,147.00,165.69,167.06,160.39,0.7774,0,centroids differ by 6.7 km
2,77.8217,14.1244,139.00,158.00,163.03,163.68,0.6392,0,correlation 0.64 <= 0.7
2,77.8952,14.1758,156.00,148.00,172.65,161.93,0.7108,0,centroids differ by 10.7 km
2,77.8812,14.1467,151.00,142.00,167.70,161.02,0.8431,0,centroids differ by 6.7 km
2,77.8842,14.1932,147.00,147.00,165.84,160.53,0.6421,0,correlation 0.64 <= 0.7
2,77.8480,14.2592,125.00,170.00,155.51,165.37,0.3152,0,correlation 0.32 <= 0.7
2,77.8149,14.2293,120.53,171.00,156.16,167.05,0.3087,0,correlation 0.31 <= 0.7
2,77.8782,14.1772,149.00,165.00,166.40,162.73,0.8410,0,centroids differ by 3.7 km
2,77.9054,14.1512,157.19,146.31,173.02,159.69,0.6924,0,correlation 0.69 <= 0.7
2,77.8751,14.2289,141.00,140.00,160.38,162.51,0.7924,0,centroids differ by 2.1 km
2,77.8326,14.2045,130.41,167.00,158.79,164.36,0.4097,0,correlation 0.41 <= 0.7
2,77.8629,14.2312,133.00,179.95,159.96,164.51,0.5765,0,correlation 0.58 <= 0.7
2,77.8214,14.1299,130.87,158.00,163.37,164.04,0.6534,0,correlation 0.65 <= 0.7
2,77.8810,14.1491,151.00,142.00,167.27,161.06,0.8510,0,centroids differ by 6.2 km
2,77.8765,14.1712,151.19,149.65,166.48,161.97,0.8287,0,centroids differ by 4.5 km
2,77.8539,14.1932,137.73,155.00,161.20,162.69,0.6419,0,correlation 0.64 <= 0.7
2,77.8101,14.2086,121.84,163.53,157.13,165.99,0.4081,0,correlation 0.41 <= 0.7
2,77.8152,14.2075,127.00,167.98,156.36,165.65,0.4067,0,correlation 0.41 <= 0.7
2,77.8774,14.2046,146.00,160.77,164.45,163.20,0.7676,0,centroids differ by 1.3 km
2,77.8821,14.1434,151.00,138.51,168.22,160.77,0.8436,0,centroids differ by 7.5 km
2,77.8672,14.2193,141.00,147.00,160.11,163.89,0.6298,0,correlation 0.63 <= 0.7
2,77.8533,14.0946,151.00,165.00,166.35,161.74,0.8799,0,centroids differ by 4.6 km
2,77.8773,14.2297,145.00,149.87,162.15,162.96,0.7858,1,
2,77.8376,14.0966,137.91,166.04,163.49,163.57,0.7874,1,
2,77.9004,14.1939,149.00,131.00,169.61,160.67,0.7418,0,centroids differ by 8.9 km
2,77.9208,14.1892,159.00,175.68,173.61,158.22,0.6689,0,correlation 0.67 <= 0.7
2,77.8309,14.1957,133.00,167.00,159.04,165.05,0.4219,0,correlation 0.42 <= 0.7
2,77.9037,14.1188,158.04,139.00,174.85,160.20,0.6574,0,correlation 0.66 <= 0.7
2,77.8478,14.1943,138.00,155.00,160.20,162.09,0.3884,0,correlation 0.39 <= 0.7
2,77.8591,14.1590,139.00,151.00,163.54,161.54,0.7696,0,centroids differ by 2.0 km
2,77.8288,14.0891,137.00,160.00,164.02,163.14,0.6829,0,correlation 0.68 <= 0.7
2,77.9224,14.0967,169.29,151.95,181.14,158.43,0.3283,0,correlation 0.33 <= 0.7
2,77.8817,14.1241,159.00,151.00,169.67,160.63,0.8490,0,centroids differ by 9.0 km
2,77.8336,14.2092,132.00,167.00,158.62,164.17,0.4196,0,correlation 0.42 <= 0.7
2,77.8576,14.1459,141.00,152.00,164.13,162.06,0.8377,0,centroids differ by 2.1 km
2,77.9232,14.1232,165.00,135.00,179.58,158.67,0.4132,0,correlation 0.41 <= 0.7
2,77.8315,14.1623,129.00,159.24,160.54,164.70,0.5096,0,correlation 0.51 <= 0.7
2,77.9172,14.1316,167.00,153.00,177.36,159.17,0.4951,0,correlation 0.50 <= 0.7
2,77.8534,14.1283,141.00,165.00,164.39,162.13,0.7497,0,centroids differ by 2.3 km
2,77.8332,14.1118,139.00,163.00,163.24,164.03,0.7233,1,
2,77.8879,14.1348,155.00,159.00,171.30,160.42,0.7771,0,centroids differ by 10.9 km
2,77.9151,14.1069,169.37,139.00,178.08,156.48,0.4082,0,correlation 0.41 <= 0.7
2,77.8621,14.1682,138.00,146.00,162.78,160.37,0.5033,0,correlation 0.50 <= 0.7
2,77.8601,14.1386,143.00,152.28,164.74,162.15,0.8434,0,centroids differ by 2.6 km
2,77.8517,14.0880,145.00,165.00,166.21,162.41,0.8038,0,centroids differ by 3.8 km
2,77.8566,14.1145,144.00,153.00,165.61,161.24,0.8413,0,centroids differ by 4.4 km
2,77.8322,14.1538,139.00,169.00,160.96,164.67,0.5664,0,correlation 0.57 <= 0.7
2,77.8760,14.1238,150.49,143.00,167.76,160.93,0.8784,0,centroids differ by 6.8 km
2,77.8596,14.2144,135.81,146.00,160.41,163.24,0.6152,0,correlation 0.62 <= 0.7
2,77.8421,14.0908,146.00,154.43,164.31,164.19,0.7611,1,
2,77.8977,14.1793,154.00,159.85,172.58,161.50,0.6321,0,correlation 0.63 <= 0.7
2,77.9148,14.2112,153.00,139.00,169.75,159.18,0.7520,0,centroids differ by 10.6 km
2,77.9062,14.2202,161.00,161.00,168.87,159.74,0.7999,0,centroids differ by 9.1 km
2,77.8390,14.1547,133.00,153.00,160.11,162.77,0.6494,0,correlation 0.65 <= 0.7
2,77.9168,14.1425,163.00,135.00,176.24,159.59,0.5392,0,correlation 0.54 <= 0.7
2,77.6814,13.5792,136.16,171.00,173.55,172.45,0.5467,0,correlation 0.55 <= 0.7
2,77.7243,13.6974,157.00,184.00,174.06,170.09,0.8149,0,centroids differ by 4.0 km
2,77.7429,13.5907,164.39,159.00,182.94,166.94,0.6008,0,correlation 0.60 <= 0.7
2,77.7117,13.5916,165.00,161.00,178.55,171.30,0.7440,0,centroids differ by 7.2 km
2,77.6941,13.6699,135.61,167.00,169.96,171.20,0.5275,0,correlation 0.53 <= 0.7
2,77.7249,13.6036,165.00,170.00,179.66,168.21,0.7454,0,centroids differ by 11.5 km
2,77.6941,13.6885,143.00,167.00,168.73,170.52,0.5107,0,correlation 0.51 <= 0.7
2,77.7337,13.5825,164.11,161.00,182.78,168.15,0.6900,0,correlation 0.69 <= 0.7
2,77.7236,13.5760,168.23,161.92,181.04,169.22,0.7296,0,centroids differ by 11.8 km
2,77.7774,13.6282,179.00,173.52,185.03,164.81,0.5601,0,correlation 0.56 <= 0.7
2,77.6942,13.7014,183.00,170.00,168.07,172.21,0.5311,0,correlation 0.53 <= 0.7
2,77.7414,13.5915,167.00,159.00,183.07,167.23,0.6134,0,correlation 0.61 <= 0.7
2,77.6978,13.5721,173.94,163.00,176.72,171.60,0.6934,0,correlation 0.69 <= 0.7
2,77.7197,13.6436,164.00,160.81,175.65,169.20,0.7369,0,centroids differ by 6.4 km
2,77.7526,13.6387,165.00,167.00,182.36,167.89,0.7074,0,centroids differ by 14.5 km
2,77.7276,13.6370,163.00,161.00,178.49,167.29,0.7338,0,centroids differ by 11.2 km
2,77.7139,13.6058,165.00,161.00,178.13,170.47,0.8148,0,centroids differ by 7.7 km
2,77.7668,13.6779,167.00,167.00,182.05,165.09,0.6640,0,correlation 0.66 <= 0.7
2,77.7651,13.6991,167.72,168.00,179.88,165.60,0.7423,0,centroids differ by 14.3 km
2,77.7161,13.6394,153.00,175.49,175.45,169.86,0.7588,0,centroids differ by 5.6 km
2,77.6873,13.7102,117.00,171.00,165.08,170.65,0.4726,0,correlation 0.47 <= 0.7
2,77.7122,13.6788,188.00,167.00,173.28,170.12,0.6965,0,correlation 0.70 <= 0.7
2,77.6965,13.5828,150.10,177.00,175.60,171.63,0.6843,0,correlation 0.68 <= 0.7
2,77.7524,13.7124,147.00,170.00,178.95,167.19,0.6950,0,correlation 0.69 <= 0.7
2,77.7417,13.6303,165.00,162.00,181.53,167.95,0.7310,0,centroids differ by 13.6 km
2,77.7284,13.6656,195.00,173.00,177.35,168.84,0.7637,0,centroids differ by 8.5 km
2,77.6795,13.5976,143.00,172.00,172.52,173.63,0.6106,0,correlation 0.61 <= 0.7
